country,channel,impressions,clicks,cost,installs,visits,purchases,revenue
Q,SEM-Flights,30,1,0.02,,1,0,
Q,SEM-Flights,5,1,0.02,,1,0,
Q,SEM-Flights,2,1,0.02,,1,0,
Q,SEM-Hotels,4800,113,44.83,,101,27,19.38
Q,SEM-Hotels,273,20,11.02,,15,0,0.3
Q,SEM-Hotels,458,14,8.65,,11,6,5.06
Q,SEM-Hotels,1162,53,8.38,,55,9,5.16
Q,SEM-Hotels,128,10,5.31,,8,2,1.55
Q,SEM-Hotels,334,9,4.85,,7,2,0.55
Q,SEM-Hotels,149,7,4.58,,7,1,0.75
Q,SEM-Hotels,206,9,4.52,,8,0,
Q,SEM-Hotels,38,4,3.22,,4,3,1.28
Q,SEM-Hotels,245,8,3.08,,7,2,0.51
Q,SEM-Hotels,329,18,2.34,,18,4,2.1
Q,SEM-Hotels,497,24,2.29,,23,3,1.53
Q,SEM-Hotels,115,3,2.19,,5,0,
Q,SEM-Hotels,79,6,2.08,,7,2,1.11
Q,SEM-Hotels,83,4,1.97,,4,0,
Q,SEM-Hotels,272,20,1.61,,8,0,
Q,SEM-Hotels,109,3,1.61,,2,2,3
Q,SEM-Hotels,110,4,1.08,,4,0,0.06
Q,SEM-Hotels,56,3,1.03,,2,1,0.65
Q,SEM-Hotels,124,6,0.99,,5,0,
Q,SEM-Hotels,72,3,0.87,,2,0,
Q,SEM-Hotels,158,6,0.76,,3,0,
Q,SEM-Hotels,307,7,0.76,,6,1,0.16
Q,SEM-Hotels,2,1,0.61,,1,0,
Q,SEM-Hotels,141,2,0.29,,2,0,
Q,SEM-Hotels,37,1,0.23,,1,0,
Q,SEM-Hotels,98,2,0.18,,2,0,
Q,SEM-Hotels,40,3,0.11,,3,0,
Q,SEM-Hotels,35,1,0.09,,1,0,
Q,SEM-Hotels,90,1,0.06,,1,0,
S,APP-Acquisition-Android,13705428,84445,"16,988","12,093",,21759,3179.37
S,APP-Acquisition-Android,19702560,60338,"12,334","10,323",,15603,1428.79
S,APP-Acquisition-iOS,568340,20205,"15,387","14,320",,6408,3399.97
S,APP-Acquisition-iOS,1590397,13195,"5,297","4,092",,3058,1543.59
S,APP-Acquisition-iOS,973263,9851,"2,664","2,165",,1566,714.31
S,Web-Retargeting,1682223,5016,1271.04,,4305,938,908.63
S,Web-Retargeting,1442038,3190,1234.55,,2597,400,357.22
S,Web-Retargeting,1936490,2520,1037.43,,2468,354,312.88
S,Web-Retargeting,1056406,1989,927.09,,1853,508,475.46
S,Web-Retargeting,560653,1421,800.93,,1330,553,521.39
S,Web-Retargeting,1119054,2561,628.99,,1491,343,243.64
S,Web-Retargeting,1071475,1514,450.27,,1093,227,213.52
S,Web-Retargeting,622707,1284,360.53,,904,353,288.51
S,Web-Retargeting,304095,4106,322.72,,2447,379,169.58
S,Web-Retargeting,505997,6277,318.4,,2800,308,230.75
S,Web-Retargeting,752464,1194,285.99,,769,109,83.62
S,Web-Retargeting,12064,1756,222.86,,47,22,17.11
S,Web-Retargeting,8112,1288,214.35,,91,22,25.9
S,Web-Retargeting,207174,2579,171.15,,1170,271,144.6
S,Web-Retargeting,307113,4389,154.54,,2129,189,167.55
S,Web-Retargeting,269390,2400,124.35,,1320,122,73.6
S,Web-Retargeting,123429,2140,86.78,,1845,176,73.8
S,Web-Retargeting,260985,1234,76.51,,1293,77,40.59
S,Web-Retargeting,5790,1061,60.67,,53,6,3.6
S,Web-Retargeting,4561,781,41.68,,53,17,6.64
S,Web-Retargeting,94515,951,37.27,,548,101,81.33
S,Web-Retargeting,4808,916,35.43,,28,3,2.69
S,Web-Retargeting,18947,238,5.19,,179,5,2.67
S,Web-Retargeting,143,117,1.17,,3,1,0.57
S,Web-Retargeting,416,46,1.05,,3,0,
S,Web-Retargeting,67,49,0.49,,3,0,0.04
S,Web-Acquisition,1750708,10532,1477.64,,4910,1175,1052.9
S,Web-Acquisition,1354075,23279,564.25,,6211,67,9.29
S,Web-Acquisition,713839,13485,367.79,,4648,111,52.97
S,Web-Acquisition,157268,192,303.99,,113,23,24.37
S,Web-Acquisition,116186,2602,239.06,,1184,169,155.6
S,Web-Acquisition,11063,1523,142.92,,56,15,14.37
S,Web-Acquisition,279101,2126,125.8,,1025,83,62.02
S,Web-Acquisition,8163,2370,60.32,,17,10,8.97
S,Web-Acquisition,27167,4290,55.53,,53,10,12.21
S,Web-Acquisition,4176,958,37.12,,22,6,3.92
S,Web-Acquisition,37675,443,36.23,,93,29,16.77
S,Web-Acquisition,1057,117,5.99,,9,3,2.81
S,Web-Acquisition,160,18,0.76,,3,0,
S,Web-Acquisition,99,18,0.74,,5,0,0.5
S,Web-Acquisition,178,28,0.38,,3,0,0.7
S,Web-Acquisition,220,7,0.23,,1,9,2.26
S,Web-Acquisition,403176,556,0,,159,0,
S,Web-Acquisition,870816,804,0,,298,0,
S,Web-Acquisition,641724,793,0,,339,0,1.07
S,Web-Acquisition,1721580,2053,0,,591,2,0.39
S,SEM-Brand,263503,61580,12651.71,,72283,23788,9003.79
S,SEM-Brand,254164,74413,7424.72,,103103,65847,65724.35
S,SEM-Brand,124620,31220,4739.23,,36718,13047,5077.09
S,SEM-Brand,54233,19781,3478.35,,35453,23712,23522.12
S,SEM-Flights,409226,14101,9784.26,,13967,4108,3722.14
S,SEM-Flights,43785,6036,7631.61,,7624,4489,4272.95
S,SEM-Flights,33777,4469,5634.1,,5565,3127,3074.4
S,SEM-Flights,159251,6761,3612.38,,7128,1715,1595.55
S,SEM-Flights,21729,2962,3571.7,,3790,2152,2049.49
S,SEM-Flights,70480,2689,3013.48,,2929,1053,996.26
S,SEM-Flights,50135,2779,2983.84,,3251,760,735.93
S,SEM-Flights,193988,4644,2714.23,,4669,1443,1431.55
S,SEM-Flights,147661,4345,2506.75,,4343,1134,1130.02
S,SEM-Flights,64846,2401,2052.15,,2682,762,737.3
S,SEM-Flights,58098,2426,1906.61,,2448,1113,1013.89
S,SEM-Flights,20176,3050,1813.91,,3545,1437,1402.79
S,SEM-Flights,8796,1803,1556.28,,1918,804,843.19
S,SEM-Flights,36582,1362,1385.47,,1527,639,620.37
S,SEM-Flights,15146,2153,1316.36,,2309,1190,1191.92
S,SEM-Flights,116843,9865,1303.07,,10792,3897,1436.08
S,SEM-Flights,98514,2011,1298.48,,2306,592,565.89
S,SEM-Flights,33573,1760,1195.65,,1886,356,328.5
S,SEM-Flights,43884,1448,1130.3,,1637,653,582.75
S,SEM-Flights,18533,1271,1017.98,,1228,522,473.75
S,SEM-Flights,11157,1672,991.93,,1984,758,668.38
S,SEM-Flights,29500,1203,916.38,,1222,667,615.36
S,SEM-Flights,20639,1083,767.74,,1104,312,270.23
S,SEM-Flights,13888,824,739.57,,824,444,487.73
S,SEM-Flights,62292,4973,689,,6071,2112,836.02
S,SEM-Flights,178417,11150,629.69,,10638,1786,598.1
S,SEM-Flights,30672,926,626.75,,1071,310,322.32
S,SEM-Flights,51670,4275,603.37,,4397,1639,639.12
S,SEM-Flights,4256,484,543.6,,578,244,246.64
S,SEM-Flights,9154,635,531.38,,671,266,243.53
S,SEM-Flights,3107,769,526.11,,819,257,227.25
S,SEM-Flights,75898,7660,516.14,,7168,1653,608.84
S,SEM-Flights,130095,10131,513.34,,9749,2096,912.59
S,SEM-Flights,196020,7354,510.76,,6857,1312,617.02
S,SEM-Flights,65524,1515,502.76,,1465,236,220.79
S,SEM-Flights,9090,597,475.18,,626,280,269.16
S,SEM-Flights,55826,3592,390.69,,3476,824,458.77
S,SEM-Flights,19181,974,335.66,,924,164,128.1
S,SEM-Flights,121856,3743,293.54,,,12,
S,SEM-Flights,92903,2807,292.16,,2675,201,47.43
S,SEM-Flights,85500,4929,289.61,,5147,758,373.82
S,SEM-Flights,1746,411,288.94,,495,168,168.34
S,SEM-Flights,31179,3477,282.5,,2930,731,289.17
S,SEM-Flights,3352,492,277.63,,651,305,217.97
S,SEM-Flights,30811,592,240.42,,547,198,178.11
S,SEM-Flights,71647,4686,229.36,,4502,631,361.36
S,SEM-Flights,19311,640,224.43,,637,124,114.98
S,SEM-Flights,163302,5857,208.82,,6459,854,127.04
S,SEM-Flights,70164,1312,208.6,,1325,308,107.21
S,SEM-Flights,11124,385,194.55,,487,188,181.12
S,SEM-Flights,57010,3342,167.76,,3019,397,132.09
S,SEM-Flights,42258,2237,167.43,,2203,459,172.02
S,SEM-Flights,42501,2502,162.34,,2561,406,146.68
S,SEM-Flights,14497,1419,150.74,,1335,507,187.83
S,SEM-Flights,32242,6077,149.05,,5134,522,96.95
S,SEM-Flights,1473,183,147.41,,198,76,69.57
S,SEM-Flights,19597,2613,147.33,,2447,545,213.06
S,SEM-Flights,25618,2442,146.79,,2260,515,193.31
S,SEM-Flights,30630,1386,146.62,,,3,0.4
S,SEM-Flights,50266,3701,146.29,,,3,0.07
S,SEM-Flights,52044,3246,146.01,,3122,194,24.79
S,SEM-Flights,18494,1453,135.54,,1389,315,145
S,SEM-Flights,32274,1171,123.35,,1273,337,151.78
S,SEM-Flights,72312,813,122.04,,826,67,23.97
S,SEM-Flights,1058,184,116.08,,198,41,35.8
S,SEM-Flights,19027,1073,111,,1094,271,152.3
S,SEM-Flights,20596,1456,103.56,,1410,301,166.22
S,SEM-Flights,13330,1458,103.05,,1408,333,161.64
S,SEM-Flights,18338,1312,101.46,,1441,310,111.94
S,SEM-Flights,18530,1528,100.04,,1516,372,135.62
S,SEM-Flights,4166,387,99.96,,369,94,90.68
S,SEM-Flights,921,114,94.15,,168,54,55.68
S,SEM-Flights,17055,961,93.86,,1015,235,128.88
S,SEM-Flights,567,113,92.63,,118,36,29.87
S,SEM-Flights,19568,708,84.42,,791,175,55.63
S,SEM-Flights,24482,1326,83.62,,1152,177,75.91
S,SEM-Flights,24392,1409,83.26,,1204,255,96.89
S,SEM-Flights,20072,164,83.09,,184,71,57.49
S,SEM-Flights,30085,1376,77.34,,1336,214,91.5
S,SEM-Flights,6759,992,74.98,,860,221,99.23
S,SEM-Flights,25706,1947,74.39,,1781,290,74.42
S,SEM-Flights,5342,745,62.82,,613,150,71.35
S,SEM-Flights,11504,776,61.66,,778,178,82.2
S,SEM-Flights,1121,195,57.17,,193,51,48.17
S,SEM-Flights,41869,65,56.64,,109,25,20.82
S,SEM-Flights,7769,728,54.71,,759,163,79.44
S,SEM-Flights,8196,640,49.88,,594,139,85.88
S,SEM-Flights,15609,722,49.11,,720,98,33.39
S,SEM-Flights,11878,419,47.79,,515,122,39.84
S,SEM-Flights,8891,546,42.1,,540,104,50.66
S,SEM-Flights,14307,155,41.57,,155,32,12.59
S,SEM-Flights,19378,525,38.78,,548,42,3.65
S,SEM-Flights,719,140,36.9,,110,22,21.62
S,SEM-Flights,355,38,33.51,,49,12,13.91
S,SEM-Flights,125317,266,30.87,,257,22,6.67
S,SEM-Flights,9799,456,30.85,,482,120,43.51
S,SEM-Flights,646,125,30.36,,120,29,27.59
S,SEM-Flights,5129,188,27.76,,206,15,4.87
S,SEM-Flights,11762,590,26.92,,572,81,7.77
S,SEM-Flights,7816,310,26.72,,302,58,19.2
S,SEM-Flights,12023,519,26.45,,472,39,7.41
S,SEM-Flights,113,24,21.62,,26,17,21.14
S,SEM-Flights,2801,270,21.48,,232,79,38.13
S,SEM-Flights,3025,238,14.96,,203,52,16.55
S,SEM-Flights,1154,42,14.06,,38,4,3.55
S,SEM-Flights,2376,300,11.53,,280,66,17.69
S,SEM-Flights,1233,39,11.3,,35,9,6.35
S,SEM-Flights,949,201,10.95,,180,14,7.67
S,SEM-Flights,5016,287,10.43,,276,14,9.86
S,SEM-Flights,2172,160,10.29,,159,18,7.21
S,SEM-Flights,16189,365,8.86,,393,43,5.03
S,SEM-Flights,10441,80,7.28,,89,8,1.95
S,SEM-Flights,764,19,6.06,,23,2,0.92
S,SEM-Flights,13110,139,5.24,,142,30,4.65
S,SEM-Flights,467,66,3.99,,54,22,7.9
S,SEM-Flights,709,58,3.91,,50,7,4.45
S,SEM-Flights,23,5,3.57,,1,1,0.79
S,SEM-Flights,3246,121,3.48,,105,5,0.71
S,SEM-Flights,1382,36,2.58,,26,1,0.31
S,SEM-Flights,1172,48,2.12,,42,8,5.57
S,SEM-Flights,131,16,1.88,,16,4,2.23
S,SEM-Flights,989,149,1.49,,117,7,0.82
S,SEM-Flights,1567,58,0.84,,67,6,0.77
S,SEM-Flights,599,24,0.82,,18,1,0.23
S,SEM-Flights,237,15,0.78,,12,2,0.32
S,SEM-Flights,153,35,0.68,,37,3,0.43
S,SEM-Flights,247,1,0.58,,1,0,
S,SEM-Flights,688,13,0.38,,14,0,
S,SEM-Flights,322,3,0.24,,1,0,
S,SEM-Flights,658,3,0.22,,2,0,
S,SEM-Flights,17,2,0.16,,2,0,
S,SEM-Flights,25,1,0.14,,1,0,
S,SEM-Hotels,336786,21751,2673.97,,19355,3412,2707.01
S,SEM-Hotels,68688,3366,1504.84,,2830,883,671.9
S,SEM-Hotels,81022,5706,879.32,,4512,1095,897.82
S,SEM-Hotels,15919,780,641.23,,763,293,242.08
S,SEM-Hotels,15194,641,260.28,,505,190,128.18
S,SEM-Hotels,8001,414,203.43,,334,143,96.9
S,SEM-Hotels,3924,197,201.56,,198,146,133.15
S,SEM-Hotels,10846,499,197.45,,405,120,88.42
S,SEM-Hotels,27638,299,188.33,,287,75,53.59
S,SEM-Hotels,18667,1032,186.16,,898,170,201.06
S,SEM-Hotels,49612,1383,182.26,,1228,233,195.15
S,SEM-Hotels,17841,1268,181.94,,961,233,202.18
S,SEM-Hotels,36963,1611,176.48,,1413,246,233.13
S,SEM-Hotels,17089,1095,172.83,,804,178,228.17
S,SEM-Hotels,9823,110,155.5,,104,54,49.81
S,SEM-Hotels,3925,270,147.3,,252,106,90.28
S,SEM-Hotels,5077,181,141.71,,172,75,63.7
S,SEM-Hotels,7655,363,140.54,,308,87,63.39
S,SEM-Hotels,10776,181,130.06,,201,60,45.21
S,SEM-Hotels,35077,762,123.85,,673,194,170.23
S,SEM-Hotels,16932,796,114.95,,565,143,181.3
S,SEM-Hotels,10922,145,105.45,,131,106,101.2
S,SEM-Hotels,5377,123,93.81,,123,40,31.38
S,SEM-Hotels,3119,173,79.03,,167,28,21.24
S,SEM-Hotels,16866,213,71.25,,198,62,65.5
S,SEM-Hotels,4807,99,60.46,,70,39,26.04
S,SEM-Hotels,8746,165,58.33,,144,36,25
S,SEM-Hotels,1577,87,53.05,,29,15,10.11
S,SEM-Hotels,1452,100,48.48,,93,20,14.39
S,SEM-Hotels,991,97,46.95,,92,35,31.38
S,SEM-Hotels,2763,105,45.63,,93,37,28.33
S,SEM-Hotels,1662,70,45.45,,68,14,9.58
S,SEM-Hotels,1384,62,44,,62,25,25.74
S,SEM-Hotels,11947,78,43.93,,61,6,4.46
S,SEM-Hotels,6742,238,39.6,,208,45,29.41
S,SEM-Hotels,5943,162,36.35,,167,56,49.1
S,SEM-Hotels,2290,52,35.19,,58,34,24.65
S,SEM-Hotels,9403,108,34.21,,96,16,11.04
S,SEM-Hotels,1002,35,27.73,,32,5,7.9
S,SEM-Hotels,2534,82,25.81,,73,30,18.62
S,SEM-Hotels,1114,82,25.06,,81,16,9.66
S,SEM-Hotels,2300,52,24.37,,46,21,20.72
S,SEM-Hotels,1833,21,17.24,,20,39,30.63
S,SEM-Hotels,5925,109,16.62,,99,17,12.68
S,SEM-Hotels,6955,190,16.49,,171,25,20.53
S,SEM-Hotels,602,58,15.47,,57,2,1.29
S,SEM-Hotels,4164,164,13.79,,140,22,29.6
S,SEM-Hotels,6197,135,13.08,,35,13,12.2
S,SEM-Hotels,3987,156,12.1,,134,17,8.74
S,SEM-Hotels,581,27,11.49,,28,2,3.6
S,SEM-Hotels,5420,136,10.23,,109,21,8.55
S,SEM-Hotels,667,17,9.72,,11,5,3.99
S,SEM-Hotels,2941,51,8.74,,53,9,6.82
S,SEM-Hotels,5385,129,8.07,,106,9,9.45
S,SEM-Hotels,278,12,7.03,,7,0,0.38
S,SEM-Hotels,2203,84,6.76,,77,7,6.86
S,SEM-Hotels,181,15,6.21,,29,2,3.72
S,SEM-Hotels,524,14,5.41,,13,5,5.69
S,SEM-Hotels,2693,28,5.32,,28,6,1.86
S,SEM-Hotels,1056,24,4.14,,17,3,1.85
S,SEM-Hotels,248,8,3.36,,8,1,1.11
S,SEM-Hotels,537,16,3.14,,19,2,1.55
S,SEM-Hotels,693,16,2.75,,6,1,1.13
S,SEM-Hotels,692,15,2.53,,8,2,1
S,SEM-Hotels,1463,37,2.4,,28,3,6.04
S,SEM-Hotels,1804,40,2.06,,33,6,3.14
S,SEM-Hotels,138,7,2.02,,7,1,1.08
S,SEM-Hotels,1562,27,1.96,,24,2,1.08
S,SEM-Hotels,260,9,0.74,,7,1,3.19
S,SEM-Hotels,294,2,0.56,,1,2,1.18
S,SEM-Hotels,407,7,0.54,,7,1,0.44
S,SEM-Hotels,10,1,0.41,,1,0,
T,APP-Acquisition-Android,2049435,21503,574,982,,2093,116.71
T,APP-Acquisition-iOS,1155443,5560,452,539,,477,75.08
T,SEM-Brand,9448,2027,225.34,,2971,953,298.67
T,SEM-Flights,214837,4005,285.35,,3492,251,83.02
T,SEM-Flights,1095,232,138.21,,272,91,35.08
T,SEM-Flights,15846,611,90.3,,608,88,36.18
T,SEM-Flights,15107,881,90.26,,844,58,17.63
T,SEM-Flights,14069,658,66.28,,611,109,42.44
T,SEM-Flights,1982,92,44.95,,79,10,1.65
T,SEM-Flights,3818,182,44.03,,152,4,0.58
T,SEM-Flights,4110,348,43.73,,317,39,6.28
T,SEM-Flights,3244,174,43.72,,164,1,0.27
T,SEM-Flights,2283,103,40.26,,114,8,2.68
T,SEM-Flights,5344,193,36.21,,202,65,19.6
T,SEM-Flights,52400,978,21.37,,857,44,4.97
T,SEM-Flights,3735,99,17.53,,115,20,2.67
T,SEM-Flights,2155,85,14.67,,89,14,4.74
T,SEM-Flights,10431,366,11.7,,345,41,6.03
T,SEM-Flights,12256,382,9.04,,344,20,3.2
T,SEM-Flights,1038,15,8.4,,21,3,0.72
T,SEM-Flights,6035,40,6.27,,43,6,2.68
T,SEM-Flights,3305,114,6.03,,109,13,2.04
T,SEM-Flights,6207,18,5.38,,20,3,2.51
T,SEM-Flights,2993,89,3.91,,100,11,1.62
T,SEM-Flights,869,48,3.87,,34,6,1.34
T,SEM-Flights,377,18,3.39,,21,4,0.5
T,SEM-Flights,752,34,3.17,,32,2,0.58
T,SEM-Flights,1242,48,1.94,,43,4,1.31
T,SEM-Flights,283,15,1.64,,18,1,1.71
T,SEM-Flights,2678,8,1.46,,10,0,
T,SEM-Flights,64,5,1.04,,4,1,0.27
T,SEM-Flights,480,20,0.95,,21,4,0.55
T,SEM-Flights,592,9,0.59,,11,0,
T,SEM-Hotels,64710,4167,1312.15,,3956,654,357.13
T,SEM-Hotels,151661,4721,1300,,4238,559,363.19
T,SEM-Hotels,92818,4821,1298.07,,4482,677,403.33
T,SEM-Hotels,199970,12665,1025.87,,12042,1071,626.89
T,SEM-Hotels,56034,3683,377.5,,3606,412,230.13
T,SEM-Hotels,84267,2539,211.35,,2408,206,126.54
T,SEM-Hotels,64507,302,123.87,,282,53,35
T,SEM-Hotels,13712,210,77.81,,204,45,40.97
T,SEM-Hotels,35682,300,76.99,,288,28,19.92
T,SEM-Hotels,5531,70,21.25,,70,7,2.22
T,SEM-Hotels,1980,131,14.96,,116,30,12.34
T,SEM-Hotels,3909,55,14.06,,45,17,8
T,SEM-Hotels,17075,34,13.04,,34,9,13.93
T,SEM-Hotels,2257,47,11.84,,38,12,5.42
T,SEM-Hotels,4024,53,11.65,,55,8,3.89
T,SEM-Hotels,7220,100,9.53,,71,5,2.64
T,SEM-Hotels,2266,60,7.88,,64,10,4.23
T,SEM-Hotels,849,24,7.66,,22,4,1.24
T,SEM-Hotels,2903,44,7.07,,39,6,3.21
T,SEM-Hotels,2600,18,4.84,,18,3,1.6
T,SEM-Hotels,2333,46,4.11,,47,1,1.13
T,SEM-Hotels,1807,40,3.6,,40,9,3.63
T,SEM-Hotels,1103,18,3.06,,20,12,11.27
T,SEM-Hotels,2925,48,2.92,,44,1,0.3
T,SEM-Hotels,939,28,2.72,,31,4,2.37
T,SEM-Hotels,402,12,1,,12,0,
T,SEM-Hotels,375,3,0.22,,3,0,